"kategori1";"word";"Frekvens";"Sqrt_tf_idf"
"10100 - Tros- og livssynsorganisasjoner";"digni";1;0.0169233798424088
"1200 - Idrett";"dikemark";2;0.0102591589564436
"10100 - Tros- og livssynsorganisasjoner";"diksin";1;0.0169233798424088
"1100 - Kultur og kunst";"diktar";1;0.00821809835166093
"1100 - Kultur og kunst";"diktarar";1;0.00821809835166093
"1100 - Kultur og kunst";"diktinga";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"diktlesing";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"diktlesning";1;0.0086298492094803
"1100 - Kultur og kunst";"diktsamling";1;0.00821809835166093
"1100 - Kultur og kunst";"dilemmaet";1;0.00821809835166093
"13100 - Barne- og ungdomsorganisasjoner";"dilsdalen";1;0.0161267861952753
"3400 - Andre helsetjenester";"dimensjonen";1;0.025097903184099
"1100 - Kultur og kunst";"dimitri";2;0.0116221461458349
"1200 - Idrett";"dimna";2;0.0102591589564436
"1100 - Kultur og kunst";"dimnøy";3;0.0142341638866748
"9100 - Internasjonale aktiviteter";"dina";1;0.0249017963956876
"3400 - Andre helsetjenester";"dio";2;0.0354937950700798
"10100 - Tros- og livssynsorganisasjoner";"dios";1;0.0169233798424088
"1200 - Idrett";"dirdal";1;0.00648846183601557
"1300 - Rekreasjon og sosiale foreninger";"dirdal";1;0.00771877178718831
"1100 - Kultur og kunst";"direksjonsmusikken";1;0.00821809835166093
"10100 - Tros- og livssynsorganisasjoner";"direkte";1;0.00939382769924927
"1100 - Kultur og kunst";"direkte";3;0.00790109802175703
"1200 - Idrett";"direkte";1;0.00402672757674515
"1300 - Rekreasjon og sosiale foreninger";"direkte";3;0.00829696623225562
"3400 - Andre helsetjenester";"direkte";1;0.0139313411575774
"4100 - Sosiale tjenester";"direkte";1;0.0101529980801998
"5200 - Dyrevern";"direkte";2;0.0410725214969698
"6100 - Lokalsamfunnsutvikling";"direkte";2;0.0125646796751941
"7100 - Interesseorganisasjoner";"direkte";4;0.0115421818214904
"8200 - Frivillighetssentraler";"direkte";1;0.0286603536131677
"9100 - Internasjonale aktiviteter";"direkte";4;0.0276449724489054
"1200 - Idrett";"direktoratet";1;0.00725432086737195
"1100 - Kultur og kunst";"dirigent";11;0.0243788194249564
"13100 - Barne- og ungdomsorganisasjoner";"dirigent";2;0.0203989502862524
"1100 - Kultur og kunst";"dirigentane";1;0.00821809835166093
"1100 - Kultur og kunst";"dirigentar";17;0.0338840875456124
"1100 - Kultur og kunst";"dirigenten";2;0.0116221461458349
"1100 - Kultur og kunst";"dirigentløn";2;0.0116221461458349
"1100 - Kultur og kunst";"dirty";1;0.00821809835166093
"1100 - Kultur og kunst";"dis";8;0.0232442922916697
"1100 - Kultur og kunst";"disa";4;0.012731423221391
"1300 - Rekreasjon og sosiale foreninger";"disa";1;0.00668465245371969
"13100 - Barne- og ungdomsorganisasjoner";"disa";1;0.0124917548724298
"6100 - Lokalsamfunnsutvikling";"disa";6;0.0303691184716879
"9100 - Internasjonale aktiviteter";"disaster";1;0.0249017963956876
"1200 - Idrett";"disc";1;0.00725432086737195
"1200 - Idrett";"disco";1;0.00648846183601557
"6100 - Lokalsamfunnsutvikling";"disco";1;0.0143161397399921
"1200 - Idrett";"discojazz";3;0.0125648523166953
"13100 - Barne- og ungdomsorganisasjoner";"discotek";1;0.0144242360764963
"6100 - Lokalsamfunnsutvikling";"discotek";1;0.0143161397399921
"1200 - Idrett";"discsport";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"dise";1;0.0086298492094803
"1200 - Idrett";"disenå";2;0.0102591589564436
"1100 - Kultur og kunst";"disharmoniske";1;0.00821809835166093
"10100 - Tros- og livssynsorganisasjoner";"disiplar";7;0.0447750544056972
"10100 - Tros- og livssynsorganisasjoner";"disiplene";1;0.0169233798424088
"10100 - Tros- og livssynsorganisasjoner";"disiplin";1;0.013986203356092
"1200 - Idrett";"disiplin";2;0.00847860680097272
"13100 - Barne- og ungdomsorganisasjoner";"disiplin";1;0.0133278643691562
"1200 - Idrett";"disiplinar";2;0.00847860680097272
"1300 - Rekreasjon og sosiale foreninger";"disiplinar";1;0.00713207569056261
"3400 - Andre helsetjenester";"disiplinar";1;0.0207419783171607
"10100 - Tros- og livssynsorganisasjoner";"disippel";1;0.0169233798424088
"10100 - Tros- og livssynsorganisasjoner";"disippelgjøring";1;0.0169233798424088
"10100 - Tros- og livssynsorganisasjoner";"disippelliv";1;0.0169233798424088
"1300 - Rekreasjon og sosiale foreninger";"disk";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"diskotek";2;0.0100862781694651
"13100 - Barne- og ungdomsorganisasjoner";"diskotek";2;0.0188484465483299
"6100 - Lokalsamfunnsutvikling";"diskotek";1;0.0132279843266992
"1100 - Kultur og kunst";"diskotekkveldar";1;0.00821809835166093
"7100 - Interesseorganisasjoner";"diskriminerast";1;0.0103968655498567
"1100 - Kultur og kunst";"diskriminering";1;0.00571147488734742
"1200 - Idrett";"diskriminering";1;0.00504166166986568
"14100 - Mangfold og inkludering";"diskriminering";2;0.0378333289728028
"4100 - Sosiale tjenester";"diskriminering";4;0.0254241094186656
"4200 - Krisehjelp og støttearbeid";"diskriminering";1;0.029202129329857
"7100 - Interesseorganisasjoner";"diskriminering";7;0.0191173805346521
"1200 - Idrett";"disksport";1;0.00725432086737195
"1200 - Idrett";"disktrikt";1;0.00725432086737195
"1300 - Rekreasjon og sosiale foreninger";"disktriktsklubber";1;0.0086298492094803
"1300 - Rekreasjon og sosiale foreninger";"diskusjon";1;0.00713207569056261
"4100 - Sosiale tjenester";"diskusjon";1;0.0151165105822662
"6100 - Lokalsamfunnsutvikling";"diskusjon";1;0.0132279843266992
"1100 - Kultur og kunst";"diskusjon sin";1;0.00735049062403712
"7100 - Interesseorganisasjoner";"diskusjon sin";2;0.0131511102656344
"1100 - Kultur og kunst";"diskusjonar";2;0.0085057467296353
"1200 - Idrett";"diskusjonar";1;0.00530912408251615
"1300 - Rekreasjon og sosiale foreninger";"diskusjonar";1;0.00631581385827687
"14100 - Mangfold og inkludering";"diskusjonar";2;0.0398404040421488
"7100 - Interesseorganisasjoner";"diskusjonar";1;0.00760901678911034
"4100 - Sosiale tjenester";"diskusjonsforum";1;0.0182910575487989
"7100 - Interesseorganisasjoner";"diskusjonsgrupper";1;0.0103968655498567
"1100 - Kultur og kunst";"diskusjonsmøte";1;0.00735049062403712
"1300 - Rekreasjon og sosiale foreninger";"diskusjonsmøte";1;0.00771877178718831
"1100 - Kultur og kunst";"diskutera";2;0.0103951635306096
"7100 - Interesseorganisasjoner";"diskutera";1;0.00929923924896211
"2300 - Annen utdanning";"diskutert";1;0.0652507533615534
"1100 - Kultur og kunst";"dispo";1;0.00821809835166093
"3400 - Andre helsetjenester";"disponera";1;0.025097903184099
"1100 - Kultur og kunst";"disponerast";1;0.00679178720899842
"1300 - Rekreasjon og sosiale foreninger";"disponerast";1;0.00713207569056261
"9100 - Internasjonale aktiviteter";"disponerast";1;0.0205799072977914
"1200 - Idrett";"disponerer";3;0.0103841301960372
"1300 - Rekreasjon og sosiale foreninger";"disponerer";2;0.0100862781694651
"7100 - Interesseorganisasjoner";"disponerer";1;0.00859241340679765
"6100 - Lokalsamfunnsutvikling";"disponering";1;0.0160059308170042
"1100 - Kultur og kunst";"disponert";1;0.00735049062403712
"6100 - Lokalsamfunnsutvikling";"disponert";1;0.0143161397399921
"10100 - Tros- og livssynsorganisasjoner";"disposisjon";1;0.00939382769924927
"1100 - Kultur og kunst";"disposisjon";8;0.0129024390406789
"1200 - Idrett";"disposisjon";1;0.00402672757674515
"1300 - Rekreasjon og sosiale foreninger";"disposisjon";3;0.00829696623225562
"2100 - Grunn og videregående utdanning";"disposisjon";1;0.0511591286681249
"4100 - Sosiale tjenester";"disposisjon";2;0.0143585075837666
"6100 - Lokalsamfunnsutvikling";"disposisjon";1;0.00888457020176654
"6200 - Bolig- og lokalmiljø";"disposisjon";4;0.107011093108481
"7100 - Interesseorganisasjoner";"disposisjon";2;0.00816155503566397
"8100 - Pengeutdelende stiftelser";"disposisjon";1;0.037119521513903
"9100 - Internasjonale aktiviteter";"disposisjon";1;0.0138224862244527
"1200 - Idrett";"disse.oslo";1;0.00725432086737195
"1100 - Kultur og kunst";"dissimilis";4;0.0164361967033219
"1300 - Rekreasjon og sosiale foreninger";"dissimilisgruppa";2;0.0122044497932818
"10100 - Tros- og livssynsorganisasjoner";"dissn";1;0.0169233798424088
"1100 - Kultur og kunst";"distribruere";1;0.00821809835166093
"7100 - Interesseorganisasjoner";"distribuerast";1;0.0103968655498567
"1100 - Kultur og kunst";"distribuere";1;0.00821809835166093
"1100 - Kultur og kunst";"distribuerer";1;0.00821809835166093
"10100 - Tros- og livssynsorganisasjoner";"distribusjon";3;0.0242248148177417
"1100 - Kultur og kunst";"distribusjon";3;0.0117637205201817
"1300 - Rekreasjon og sosiale foreninger";"distribusjon";1;0.00713207569056261
"9100 - Internasjonale aktiviteter";"distribusjonskanaler";1;0.0249017963956876
"1300 - Rekreasjon og sosiale foreninger";"district";1;0.0086298492094803
"1200 - Idrett";"distriksmesterskap";1;0.00725432086737195
"3400 - Andre helsetjenester";"distrikspsykiatriske";1;0.025097903184099
"10100 - Tros- og livssynsorganisasjoner";"distrikt";6;0.0185386337778311
"1100 - Kultur og kunst";"distrikt";31;0.020462899872915
"11200 - Yrkessammenslutninger";"distrikt";1;0.0484732035203497
"1200 - Idrett";"distrikt";24;0.0158934207137602
"1300 - Rekreasjon og sosiale foreninger";"distrikt";19;0.0168226730943033
"13100 - Barne- og ungdomsorganisasjoner";"distrikt";6;0.0176660091584304
"14100 - Mangfold og inkludering";"distrikt";1;0.017214627103188
"3400 - Andre helsetjenester";"distrikt";15;0.0434708434783043
"4100 - Sosiale tjenester";"distrikt";1;0.008180009611895
"4300 - Økonomisk og materiell støtte";"distrikt";2;0.0352448471172073
"5100 - Natur- og miljøvern";"distrikt";1;0.0158474061856057
"5200 - Dyrevern";"distrikt";3;0.0405281243568726
"6100 - Lokalsamfunnsutvikling";"distrikt";11;0.0237406319819249
"7100 - Interesseorganisasjoner";"distrikt";13;0.0167644419674701
"7300 - Politiske organisasjoner";"distrikt";1;0.0317639396340735
"9100 - Internasjonale aktiviteter";"distrikt";3;0.0192888485462292
"6100 - Lokalsamfunnsutvikling";"distrikt sine";1;0.0143161397399921
"7100 - Interesseorganisasjoner";"distrikt sine";1;0.00929923924896211
"10100 - Tros- og livssynsorganisasjoner";"distrikta";1;0.0151367310946703
"1100 - Kultur og kunst";"distrikta";1;0.00735049062403712
"1100 - Kultur og kunst";"distriktet sitt";2;0.00769636222469183
"1200 - Idrett";"distriktet sitt";3;0.00832063661182769
"1300 - Rekreasjon og sosiale foreninger";"distriktet sitt";3;0.00989835445657196
"13100 - Barne- og ungdomsorganisasjoner";"distriktet sitt";1;0.0106794034872363
"5100 - Natur- og miljøvern";"distriktet sitt";2;0.0331861870355683
"5200 - Dyrevern";"distriktet sitt";1;0.0346481496801692
"6100 - Lokalsamfunnsutvikling";"distriktet sitt";1;0.0105993712146848
"7100 - Interesseorganisasjoner";"distriktsavdeling";1;0.0103968655498567
"1100 - Kultur og kunst";"distriktsforbund";2;0.0116221461458349
"4100 - Sosiale tjenester";"distriktskontor";1;0.01636001922379
"4200 - Krisehjelp og støttearbeid";"distriktskontor";1;0.0375822326237563
"4100 - Sosiale tjenester";"distriktskontoret";1;0.0182910575487989
"1100 - Kultur og kunst";"distriktskor";1;0.00821809835166093
"1100 - Kultur og kunst";"distriktsledd";2;0.0103951635306096
"13100 - Barne- og ungdomsorganisasjoner";"distriktsledd";1;0.0144242360764963
"1300 - Rekreasjon og sosiale foreninger";"distriktsmessig";2;0.0122044497932818
"1100 - Kultur og kunst";"distriktsoperakor";1;0.00821809835166093
"7100 - Interesseorganisasjoner";"distriktsorg";1;0.0103968655498567
"1100 - Kultur og kunst";"distriktsorganisasjon";1;0.00735049062403712
"3400 - Andre helsetjenester";"distriktsorganisasjon";1;0.0224482470449416
"1200 - Idrett";"distriktsrenn";1;0.00725432086737195
"1100 - Kultur og kunst";"distriktssammenslutning";2;0.0116221461458349
"1100 - Kultur og kunst";"dit";1;0.00821809835166093
"10100 - Tros- og livssynsorganisasjoner";"div";1;0.0102385049370241
"1100 - Kultur og kunst";"div";10;0.0157224700562784
"1200 - Idrett";"div";10;0.013878617380241
"1300 - Rekreasjon og sosiale foreninger";"div";11;0.0173160564005799
"13100 - Barne- og ungdomsorganisasjoner";"div";2;0.0137978769596722
"3400 - Andre helsetjenester";"div";2;0.0214734526697836
"4100 - Sosiale tjenester";"div";3;0.0191667679680787
"6100 - Lokalsamfunnsutvikling";"div";4;0.0193669117182965
"7100 - Interesseorganisasjoner";"div";5;0.0140649072241582
"1300 - Rekreasjon og sosiale foreninger";"div.arr";1;0.0086298492094803
"1100 - Kultur og kunst";"div.instrument";1;0.00821809835166093
"1300 - Rekreasjon og sosiale foreninger";"div.utleia";1;0.0086298492094803
"1200 - Idrett";"dive";1;0.00725432086737195
"6100 - Lokalsamfunnsutvikling";"diver";1;0.0160059308170042
"1300 - Rekreasjon og sosiale foreninger";"divere";1;0.0086298492094803
"1100 - Kultur og kunst";"diveres";1;0.00821809835166093
"10100 - Tros- og livssynsorganisasjoner";"diverse";3;0.0155936112111767
"1100 - Kultur og kunst";"diverse";15;0.016932299290979
"1200 - Idrett";"diverse";23;0.0185080068433316
"1300 - Rekreasjon og sosiale foreninger";"diverse";22;0.0215334452306284
"13100 - Barne- og ungdomsorganisasjoner";"diverse";6;0.0210146628020593
"2300 - Annen utdanning";"diverse";1;0.0347123888874685
"3400 - Andre helsetjenester";"diverse";1;0.0133516952786603
"4100 - Sosiale tjenester";"diverse";6;0.0238349043651166
"4200 - Krisehjelp og støttearbeid";"diverse";1;0.0223530379400913
"4300 - Økonomisk og materiell støtte";"diverse";1;0.0296458978439021
"6100 - Lokalsamfunnsutvikling";"diverse";9;0.0255447209297573
"7100 - Interesseorganisasjoner";"diverse";10;0.0174904667886816
"1300 - Rekreasjon og sosiale foreninger";"diversee";1;0.0086298492094803
"10100 - Tros- og livssynsorganisasjoner";"divisi";1;0.0169233798424088
"1200 - Idrett";"divisjon";8;0.0205183179128871
"1200 - Idrett";"divisjon sin";1;0.00725432086737195
"1200 - Idrett";"divisjonar";1;0.00725432086737195
"14100 - Mangfold og inkludering";"divisjonene";1;0.0384930764100387
"1200 - Idrett";"divisjonsforeningen";1;0.00725432086737195
"1100 - Kultur og kunst";"divisjonsmusikkens";1;0.00821809835166093
"1200 - Idrett";"divisjonssystem";1;0.007254321
"1200 - Idrett";"divisjonssystemet";1;0.007254321
"1200 - Idrett";"divisjonstennis";1;0.007254321
"1100 - Kultur og kunst";"diviva";1;0.008218098
"7100 - Interesseorganisasjoner";"diaabetesforbundets";1;0.01039687
"1100 - Kultur og kunst";"dj";1;0.007350491
"13100 - Barne- og ungdomsorganisasjoner";"dj";1;0.01442424
"1200 - Idrett";"djerv";2;0.01025916
"1100 - Kultur og kunst";"djup";1;0.008218098
"5100 - Natur- og miljøvern";"djupare";1;0.03169481
"7100 - Interesseorganisasjoner";"djupare";1;0.009299239
"7100 - Interesseorganisasjoner";"djupe";1;0.01039687
"1300 - Rekreasjon og sosiale foreninger";"djupsjøen";1;0.008629849
"1100 - Kultur og kunst";"djupsjølia";1;0.008218098
"6100 - Lokalsamfunnsutvikling";"djupvik";1;0.01600593
"6100 - Lokalsamfunnsutvikling";"djupåsen";1;0.01600593
"1200 - Idrett";"dk";2;0.01025916
"1200 - Idrett";"dkbk";1;0.007254321
"1300 - Rekreasjon og sosiale foreninger";"dkw";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"dmc";1;0.008629849
"9100 - Internasjonale aktiviteter";"dmi";1;0.0249018
"5200 - Dyrevern";"dn";1;0.05232158
"10100 - Tros- og livssynsorganisasjoner";"dna";3;0.02931215
"1100 - Kultur og kunst";"dnb";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"dnb";3;0.0133693
"1100 - Kultur og kunst";"dnf";1;0.008218098
"1100 - Kultur og kunst";"dnk";1;0.008218098
"1100 - Kultur og kunst";"dnl";4;0.0164362
"1100 - Kultur og kunst";"dns";2;0.01162215
"1200 - Idrett";"dnt";3;0.009195673
"1300 - Rekreasjon og sosiale foreninger";"dnt";20;0.02824518
"13100 - Barne- og ungdomsorganisasjoner";"dnt";2;0.01669125
"4100 - Sosiale tjenester";"dnt";1;0.01338643
"7100 - Interesseorganisasjoner";"dnt";5;0.01701428
"1200 - Idrett";"dnt's";6;0.01589342
"1300 - Rekreasjon og sosiale foreninger";"dnt's";2;0.01091599
"1200 - Idrett";"dnts";7;0.01919313
"1100 - Kultur og kunst";"do";1;0.006791787
"1200 - Idrett";"do";114;0.06401208
"13100 - Barne- og ungdomsorganisasjoner";"do";3;0.02308454
"1300 - Rekreasjon og sosiale foreninger";"dobermannklub";1;0.008629849
"2300 - Annen utdanning";"doing";1;0.06525075
"1200 - Idrett";"dojo";3;0.01256485
"1100 - Kultur og kunst";"dokka";3;0.01102574
"1200 - Idrett";"dokka";3;0.009732693
"1300 - Rekreasjon og sosiale foreninger";"dokka";1;0.006684652
"4100 - Sosiale tjenester";"dokka";1;0.01416819
"1100 - Kultur og kunst";"dokument";5;0.0151869
"1300 - Rekreasjon og sosiale foreninger";"dokument";1;0.007132076
"7100 - Interesseorganisasjoner";"dokument";1;0.008592413
"1100 - Kultur og kunst";"dokumentarfilm";2;0.01162215
"1100 - Kultur og kunst";"dokumentarfilmfestivalen";1;0.008218098
"1100 - Kultur og kunst";"dokumentasjon";15;0.02013015
"1300 - Rekreasjon og sosiale foreninger";"dokumentasjon";1;0.005457996
"14100 - Mangfold og inkludering";"dokumentasjon";1;0.02434516
"2300 - Annen utdanning";"dokumentasjon";2;0.05836205
"2400 - Forskning og utvikling";"dokumentasjon";1;0.09030323
"5100 - Natur- og miljøvern";"dokumentasjon";1;0.02241162
"6100 - Lokalsamfunnsutvikling";"dokumentasjon";1;0.01012304
"7100 - Interesseorganisasjoner";"dokumentasjon";1;0.006575555
"2300 - Annen utdanning";"dokumentasjonssenter";2;0.0922785
"1100 - Kultur og kunst";"dokumentera";9;0.01804341
"1300 - Rekreasjon og sosiale foreninger";"dokumentera";2;0.00893191
"3100 - Sykehus og rehabilitering";"dokumentera";1;0.06680011
"5100 - Natur- og miljøvern";"dokumentera";2;0.0366762
"7100 - Interesseorganisasjoner";"dokumentera";1;0.007609017
"7100 - Interesseorganisasjoner";"dokumenterer";1;0.009299239
"9100 - Internasjonale aktiviteter";"dokumenterer";1;0.02227284
"9100 - Internasjonale aktiviteter";"dokumentering";1;0.0249018
"6100 - Lokalsamfunnsutvikling";"dokumentert";1;0.01600593
"4200 - Krisehjelp og støttearbeid";"dokumentisere";1;0.04201821
"1200 - Idrett";"dolmøy";1;0.007254321
"1100 - Kultur og kunst";"dolstad";2;0.01162215
"1300 - Rekreasjon og sosiale foreninger";"dolviken";1;0.008629849
"1100 - Kultur og kunst";"dombås";1;0.006365712
"1200 - Idrett";"dombås";1;0.005619173
"3400 - Andre helsetjenester";"dombås";1;0.01944075
"5100 - Natur- og miljøvern";"dombås";2;0.03881806
"1200 - Idrett";"domen";1;0.007254321
"10100 - Tros- og livssynsorganisasjoner";"dominikanerinnene";2;0.02393327
"10100 - Tros- og livssynsorganisasjoner";"dominikanske";1;0.01513673
